word,reviewed,unreviewed,rowwise_total,norm_reviewed,norm_unreviewed,norm_diff,norm_total
downstairs,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bachelor,2.0,0.0,2.0,0.04,0.0,0.04,0.03
欢迎入住,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
cleanphrakhanong,2.0,0.0,2.0,0.04,0.0,0.04,0.03
aprt,2.0,0.0,2.0,0.04,0.0,0.04,0.03
april,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
appt,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
唐人街,2.0,0.0,2.0,0.04,0.0,0.04,0.03
曼谷the,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
brbathfree,2.0,0.0,2.0,0.04,0.0,0.04,0.03
empty,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
brchill,2.0,0.0,2.0,0.04,0.0,0.04,0.03
baanbangkok,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
brscalm,2.0,0.0,2.0,0.04,0.0,0.04,0.03
月租特惠豪华两卧两卫ekkamai,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
exit,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
免费口罩,2.0,0.0,2.0,0.04,0.0,0.04,0.03
หองนำ,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
免费wifi,2.0,0.0,2.0,0.04,0.0,0.04,0.03
brkitchennetflixwifilocal,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bangpo,2.0,0.0,2.0,0.04,0.0,0.04,0.03
expat,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
dj,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
全新复式挑高公寓,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
clouds,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
ave,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
chaengwattana,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
discover,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
brmrt,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bkkpiyavet,2.0,0.0,2.0,0.04,0.0,0.04,0.03
dormitorybaan,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
asokterminal,2.0,0.0,2.0,0.04,0.0,0.04,0.03
素坤逸bts,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bkkst,2.0,0.0,2.0,0.04,0.0,0.04,0.03
coconut,2.0,0.0,2.0,0.04,0.0,0.04,0.03
external,2.0,0.0,2.0,0.04,0.0,0.04,0.03
精装公寓,2.0,0.0,2.0,0.04,0.0,0.04,0.03
extraordinary,2.0,0.0,2.0,0.04,0.0,0.04,0.03
超大泳池,2.0,0.0,2.0,0.04,0.0,0.04,0.03
diplomat,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
asoknear,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bangnasukhumvit,2.0,0.0,2.0,0.04,0.0,0.04,0.03
chatbox,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
轻轨bangna站bitec,2.0,0.0,2.0,0.04,0.0,0.04,0.03
หองนอนเรยบงาย,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
esta,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
donmueng,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
brheart,2.0,0.0,2.0,0.04,0.0,0.04,0.03
曼谷市中心酒店式公寓近bts毗邻曼谷河滨美食街,2.0,0.0,2.0,0.04,0.0,0.04,0.03
blissotel,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
aumdaengjiem,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
มเกษตร,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
bloc,2.0,0.0,2.0,0.04,0.0,0.04,0.03
免费高速wifi,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
chann,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
atrium,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
免隔离公寓泰国旅游局批准地处ekkamai,2.0,0.0,2.0,0.04,0.0,0.04,0.03
brightlarge,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
bangwahsbl日本,2.0,0.0,2.0,0.04,0.0,0.04,0.03
atelier,2.0,0.0,2.0,0.04,0.0,0.04,0.03
超现代主义no火车头夜市四面佛大皇宫,2.0,0.0,2.0,0.04,0.0,0.04,0.03
มสนดอพารทเมนทคอนโด,2.0,0.0,2.0,0.04,0.0,0.04,0.03
chambres,2.0,0.0,2.0,0.04,0.0,0.04,0.03
chambre,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
dnicecleanroomcoffeecafe,2.0,0.0,2.0,0.04,0.0,0.04,0.03
brightspacious,2.0,0.0,2.0,0.04,0.0,0.04,0.03
曼谷市中心高端公寓近bts游泳池健身房近bts免费高速wifi帕蓬夜市分钟可达,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
excel,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
exchange,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
brilliant,2.0,0.0,2.0,0.04,0.0,0.04,0.03
exciting,2.0,0.0,2.0,0.04,0.0,0.04,0.03
brimpeccable,2.0,0.0,2.0,0.04,0.0,0.04,0.03
レジデンス,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
bangrak,2.0,0.0,2.0,0.04,0.0,0.04,0.03
健身房mins到bts,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
coeur,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
ใจกลางเมองตดหางไอคอนสยาม,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
曼谷市中心rama豪华高层城市景观公寓近火车夜市暹罗广场asoke通罗摩天轮夜市,2.0,0.0,2.0,0.04,0.0,0.04,0.03
asokehome,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
網紅餐飲區文藝區近日本堂吉訶德领略本土网红餐饮街,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
หองรบแขก,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
超值华人必住民宿,2.0,0.0,2.0,0.04,0.0,0.04,0.03
cheapest,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
asokeairport,2.0,0.0,2.0,0.04,0.0,0.04,0.03
asokeairlinemin,2.0,0.0,2.0,0.04,0.0,0.04,0.03
favstay,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
desirable,2.0,0.0,2.0,0.04,0.0,0.04,0.03
color,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
column,2.0,0.0,2.0,0.04,0.0,0.04,0.03
cheapwifi,2.0,0.0,2.0,0.04,0.0,0.04,0.03
fcentral,2.0,0.0,2.0,0.04,0.0,0.04,0.03
米地铁,2.0,0.0,2.0,0.04,0.0,0.04,0.03
fabb,2.0,0.0,2.0,0.04,0.0,0.04,0.03
checkout,2.0,0.0,2.0,0.04,0.0,0.04,0.03
deserve,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
brrooftop,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
有接机服务,2.0,0.0,2.0,0.04,0.0,0.04,0.03
comfortably,2.0,0.0,2.0,0.04,0.0,0.04,0.03
鄰近on,2.0,0.0,2.0,0.04,0.0,0.04,0.03
曼谷新cbd,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
หมอชต,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
chewathai,2.0,0.0,2.0,0.04,0.0,0.04,0.03
ashok,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
曼谷新唐人街地铁汇狂站出口分钟,2.0,0.0,2.0,0.04,0.0,0.04,0.03
曼谷新唐人街地铁汇狂站分钟,2.0,0.0,2.0,0.04,0.0,0.04,0.03
ferris,2.0,0.0,2.0,0.04,0.0,0.04,0.03
famous,2.0,0.0,2.0,0.04,0.0,0.04,0.03
clear,2.0,0.0,2.0,0.04,0.0,0.04,0.03
หองมม,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
dewan,2.0,0.0,2.0,0.04,0.0,0.04,0.03
พารค,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
din,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
awaits,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
diff,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
พานาวารา,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
coffeecafe,2.0,0.0,2.0,0.04,0.0,0.04,0.03
共管,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
พหลโยธน,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
errday,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
dhub,2.0,0.0,2.0,0.04,0.0,0.04,0.03
centrebts,2.0,0.0,2.0,0.04,0.0,0.04,0.03
dormitorymixed,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
broutdoor,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
centralmin,2.0,0.0,2.0,0.04,0.0,0.04,0.03
breakfastairport,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
fairwifimrt,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
asokeratchada,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
ระเบยง,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
asokerama,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
bars,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
brpark,2.0,0.0,2.0,0.04,0.0,0.04,0.03
分鐘,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
familly,2.0,0.0,2.0,0.04,0.0,0.04,0.03
紧邻碧雅威医院一卧室独立厨卫电梯公寓,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
分鐘環境優雅,2.0,0.0,2.0,0.04,0.0,0.04,0.03
超值华人民宿,2.0,0.0,2.0,0.04,0.0,0.04,0.03
asokenana,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
cleaned,2.0,0.0,2.0,0.04,0.0,0.04,0.03
離bts,2.0,0.0,2.0,0.04,0.0,0.04,0.03
freeairportpickup,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
edge,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
airportbts,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
contact,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
airportbreakfastprivate,2.0,0.0,2.0,0.04,0.0,0.04,0.03
airlink,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
airline,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
airee,2.0,0.0,2.0,0.04,0.0,0.04,0.03
aircondition,2.0,0.0,2.0,0.04,0.0,0.04,0.03
btsm,2.0,0.0,2.0,0.04,0.0,0.04,0.03
gedkanokapartment,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
aircon,2.0,0.0,2.0,0.04,0.0,0.04,0.03
airbnb,2.0,0.0,2.0,0.04,0.0,0.04,0.03
富人区旅游客户首选,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bts中文服务,2.0,0.0,2.0,0.04,0.0,0.04,0.03
generous,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
ชาวสวนคลาสสคโฮมสเตย,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
富人区日本人居住区米其林餐厅网红打卡店,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
bedroomcloudpoolbts,2.0,0.0,2.0,0.04,0.0,0.04,0.03
寻找有缘人,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
เตยงสองชน,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
수영장,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
btsmin,2.0,0.0,2.0,0.04,0.0,0.04,0.03
contract,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
泰国曼谷五星级酒店式公寓和中国大使馆人员做邻居,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
btswifi一房一厅楼下便利店,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bangkokmin,2.0,0.0,2.0,0.04,0.0,0.04,0.03
จรญสนทวงศ,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
brains,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
eden,2.0,0.0,2.0,0.04,0.0,0.04,0.03
ซต,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
bradults,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
edgy,2.0,0.0,2.0,0.04,0.0,0.04,0.03
ekkamaie,2.0,0.0,2.0,0.04,0.0,0.04,0.03
และ,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
สะอาด,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
crazy,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
btsgreat,2.0,0.0,2.0,0.04,0.0,0.04,0.03
btshrs,2.0,0.0,2.0,0.04,0.0,0.04,0.03
拉差达巷中国大使馆m一居,2.0,0.0,2.0,0.04,0.0,0.04,0.03
ญก,2.0,0.0,2.0,0.04,0.0,0.04,0.03
网美泳池无敌景观,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
bedsnice,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bedsnetflix,2.0,0.0,2.0,0.04,0.0,0.04,0.03
airportunderground,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
airporttrain,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
단체,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
airportskytrainwifi,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bobaimai,2.0,0.0,2.0,0.04,0.0,0.04,0.03
人间床位一个中文服务曼谷树青旅treehostel,2.0,0.0,2.0,0.04,0.0,0.04,0.03
cozystudio,2.0,0.0,2.0,0.04,0.0,0.04,0.03
แมนชน,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
도보분,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
editor,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
家庭,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
bedsky,2.0,0.0,2.0,0.04,0.0,0.04,0.03
airportimpactgov,2.0,0.0,2.0,0.04,0.0,0.04,0.03
dt,2.0,0.0,2.0,0.04,0.0,0.04,0.03
airportfree,2.0,0.0,2.0,0.04,0.0,0.04,0.03
gated,2.0,0.0,2.0,0.04,0.0,0.04,0.03
ae,2.0,0.0,2.0,0.04,0.0,0.04,0.03
예약전용,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
alcove,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
泳池奢华公寓,2.0,0.0,2.0,0.04,0.0,0.04,0.03
btssukhumvit,2.0,0.0,2.0,0.04,0.0,0.04,0.03
คอนโดใกลรถไฟฟา,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
boutiquebudget,2.0,0.0,2.0,0.04,0.0,0.04,0.03
early,2.0,0.0,2.0,0.04,0.0,0.04,0.03
btsmrtterminalpp,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
covered,2.0,0.0,2.0,0.04,0.0,0.04,0.03
คอนโดแสนสบาย,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
gooduck,2.0,0.0,2.0,0.04,0.0,0.04,0.03
eakamai,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
btssqm,2.0,0.0,2.0,0.04,0.0,0.04,0.03
เรอนญาญา,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
btsnanabumrungrad,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bedroomsguestsfull,2.0,0.0,2.0,0.04,0.0,0.04,0.03
abs,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
bedroomssqmbts,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
gothic,2.0,0.0,2.0,0.04,0.0,0.04,0.03
goudi,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
gp,2.0,0.0,2.0,0.04,0.0,0.04,0.03
abode,2.0,0.0,2.0,0.04,0.0,0.04,0.03
coral,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
btsone,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bedroomsqmmbtsskypoolnetflixfreecoffee,2.0,0.0,2.0,0.04,0.0,0.04,0.03
สลม,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
cost,2.0,0.0,2.0,0.04,0.0,0.04,0.03
country,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
曼谷素坤逸街豪华公寓,2.0,0.0,2.0,0.04,0.0,0.04,0.03
btsppsiamctwmbk,2.0,0.0,2.0,0.04,0.0,0.04,0.03
ease,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
cowboy,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bangkok_deluxe,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
btsswimming,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
give,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
gk,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
btswifipool,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bedroommrt,2.0,0.0,2.0,0.04,0.0,0.04,0.03
eat,2.0,0.0,2.0,0.04,0.0,0.04,0.03
ciela,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
adjoining,2.0,0.0,2.0,0.04,0.0,0.04,0.03
인이상,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
boon,2.0,0.0,2.0,0.04,0.0,0.04,0.03
屋顶泳池健身房bts彭蓬站t商场四面佛暹罗商场火车夜市,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bangkoklatphraoapartment,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
เพมสน,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
bedroomprivate,2.0,0.0,2.0,0.04,0.0,0.04,0.03
boxing,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
cook,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
across,2.0,0.0,2.0,0.04,0.0,0.04,0.03
citi,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
เมตร,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
coolest,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
cozyaptnear,2.0,0.0,2.0,0.04,0.0,0.04,0.03
btsthe,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
市中心顶级奢华公寓近btsmrtfree,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
glory,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
巷,2.0,0.0,2.0,0.04,0.0,0.04,0.03
accessmins,2.0,0.0,2.0,0.04,0.0,0.04,0.03
คอนโดใหม,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
สนามบนดอนเมอง,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
ekkamaigatewaymins,2.0,0.0,2.0,0.04,0.0,0.04,0.03
btsiconsiamasiatique,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
摩天轮,2.0,0.0,2.0,0.04,0.0,0.04,0.03
el,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
高层,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
อาคารชด,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
condopoolgymfree,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
condorama,2.0,0.0,2.0,0.04,0.0,0.04,0.03
แฮปปแลนด,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
高层池景房btsonnut可做饭近超市夜市b,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
bussaba,2.0,0.0,2.0,0.04,0.0,0.04,0.03
condorooftop,2.0,0.0,2.0,0.04,0.0,0.04,0.03
ะนสอ,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
ftchina,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
ทพกใกล,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
bedded,2.0,0.0,2.0,0.04,0.0,0.04,0.03
cutecocoonasok,2.0,0.0,2.0,0.04,0.0,0.04,0.03
日式温泉公寓,2.0,0.0,2.0,0.04,0.0,0.04,0.03
早餐,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
cute,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
ทพก,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
burapha,2.0,0.0,2.0,0.04,0.0,0.04,0.03
ทดลองอย,2.0,0.0,2.0,0.04,0.0,0.04,0.03
แอสปาย,2.0,0.0,2.0,0.04,0.0,0.04,0.03
crow,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
downtownluxury,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
gray,2.0,0.0,2.0,0.04,0.0,0.04,0.03
funny,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
ekmai,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
customers,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
butler,2.0,0.0,2.0,0.04,0.0,0.04,0.03
frombts,2.0,0.0,2.0,0.04,0.0,0.04,0.03
โชคชย,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
bedbigroom,2.0,0.0,2.0,0.04,0.0,0.04,0.03
独立庭院花园式的集装箱民宿近mrt,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
象鼻财神,2.0,0.0,2.0,0.04,0.0,0.04,0.03
cable,2.0,0.0,2.0,0.04,0.0,0.04,0.03
นาท,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
apartmemt,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
condominiums,2.0,0.0,2.0,0.04,0.0,0.04,0.03
dao,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
freeprivatewifi,2.0,0.0,2.0,0.04,0.0,0.04,0.03
freespace,2.0,0.0,2.0,0.04,0.0,0.04,0.03
freetm,2.0,0.0,2.0,0.04,0.0,0.04,0.03
downtownbtsmrtboat,2.0,0.0,2.0,0.04,0.0,0.04,0.03
ออนนชพฒนาการ,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
apartement,2.0,0.0,2.0,0.04,0.0,0.04,0.03
apart,2.0,0.0,2.0,0.04,0.0,0.04,0.03
freewifipool,2.0,0.0,2.0,0.04,0.0,0.04,0.03
ap,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
danitas,2.0,0.0,2.0,0.04,0.0,0.04,0.03
condominuim,2.0,0.0,2.0,0.04,0.0,0.04,0.03
french,2.0,0.0,2.0,0.04,0.0,0.04,0.03
choa,2.0,0.0,2.0,0.04,0.0,0.04,0.03
暹罗天使剧场,2.0,0.0,2.0,0.04,0.0,0.04,0.03
elegantly,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bangkokudomsuk,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bens,2.0,0.0,2.0,0.04,0.0,0.04,0.03
condoomni,2.0,0.0,2.0,0.04,0.0,0.04,0.03
เขต,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
btsbr,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bangkoksuperior,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bedlumpini,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
amazin,2.0,0.0,2.0,0.04,0.0,0.04,0.03
amari,2.0,0.0,2.0,0.04,0.0,0.04,0.03
btscooking,2.0,0.0,2.0,0.04,0.0,0.04,0.03
budgeted,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
budgetbeds,2.0,0.0,2.0,0.04,0.0,0.04,0.03
crystal,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
amaranta,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
bedsukhumvit,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bangaor,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
中国大使馆附近,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
ตด,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
amanah,2.0,0.0,2.0,0.04,0.0,0.04,0.03
f暹罗中心四面佛水门市场f,2.0,0.0,2.0,0.04,0.0,0.04,0.03
วสตา,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
altitude,2.0,0.0,2.0,0.04,0.0,0.04,0.03
also,2.0,0.0,2.0,0.04,0.0,0.04,0.03
alone,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
f超值四人高级公寓套房曼谷中心t商场asok轻轨站素坤逸地铁站无边际泳池,2.0,0.0,2.0,0.04,0.0,0.04,0.03
aloft,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
高级公寓,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
天际泳池,2.0,0.0,2.0,0.04,0.0,0.04,0.03
bangkokpiyavet,2.0,0.0,2.0,0.04,0.0,0.04,0.03
galileoasissiam,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
crowd,2.0,0.0,2.0,0.04,0.0,0.04,0.03
黄金地段,2.0,0.0,2.0,0.04,0.0,0.04,0.03
galleria,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
ด,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
furnishednear,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
donmoung,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
amdaeng,2.0,0.0,2.0,0.04,0.0,0.04,0.03
大皇宫文旅区湄南河商圈,2.0,0.0,2.0,0.04,0.0,0.04,0.03
沙吞区,2.0,0.0,2.0,0.04,0.0,0.04,0.03
ววสวยใกล,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
bellevue,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
bedinfinity,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
amenitypacked,2.0,0.0,2.0,0.04,0.0,0.04,0.03
ตลาดจตจกร,0.0,2.0,2.0,0.0,0.08,-0.08,0.03
bali,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
condoskyline,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
bambi,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
amber,1.0,1.0,2.0,0.02,0.04,-0.02,0.03
storybook,1.0,0.0,1.0,0.02,0.0,0.02,0.01
曼谷高端公寓gymwifi,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
曼谷老牌商业区发源地高端小区,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
studiobalconycenter,1.0,0.0,1.0,0.02,0.0,0.02,0.01
曼谷花仙子民宿市中心一卧室疫情特价可长租短租,1.0,0.0,1.0,0.02,0.0,0.02,0.01
storied,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
曼谷辉煌火车夜市附近公寓优惠招租,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
sttrain,1.0,0.0,1.0,0.02,0.0,0.02,0.01
storeykhao,1.0,0.0,1.0,0.02,0.0,0.02,0.01
曼谷辉煌地铁夜市附近公寓出租studio,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
stu,1.0,0.0,1.0,0.02,0.0,0.02,0.01
曼谷素坤逸豪华公寓屋顶泳池bts彭蓬站em商场t商场,1.0,0.0,1.0,0.02,0.0,0.02,0.01
studioasokewifibtsmrtpool,1.0,0.0,1.0,0.02,0.0,0.02,0.01
曼谷轻轨站两房两卫两层楼豪华套房bb,1.0,0.0,1.0,0.02,0.0,0.02,0.01
streetcozy,1.0,0.0,1.0,0.02,0.0,0.02,0.01
stuck,1.0,0.0,1.0,0.02,0.0,0.02,0.01
月租mrt,1.0,0.0,1.0,0.02,0.0,0.02,0.01
月租bts接送wifi站直达四面佛海洋馆t购物中心房,1.0,0.0,1.0,0.02,0.0,0.02,0.01
storico,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
曼谷素坤逸豪华公寓屋顶泳池健身房bts彭蓬站em商场t商场四面佛暹罗百丽宫,1.0,0.0,1.0,0.02,0.0,0.02,0.01
月租thonglo,1.0,0.0,1.0,0.02,0.0,0.02,0.01
